Datum	Wtag	Sonntag	Losungsvers	Losungstext	Lehrtextvers	Lehrtext
24.10.2022	Montag		Nehemia 9,33	Du, unser Gott, bist gerecht bei allem, was über uns kommt; du hast die Treue bewahrt, wir aber haben uns schuldig gemacht.	1. Johannes 1,9	Wenn wir aber unsre Sünden bekennen, so ist er treu und gerecht, dass er uns die Sünden vergibt und reinigt uns von aller Ungerechtigkeit.
25.10.2022	Dienstag		Jona 4,4	Der HERR sprach zu Jona: Meinst du, dass du mit Recht zürnst?	Galater 6,1	Wenn ein Mensch etwa von einer Verfehlung ereilt wird, so helft ihm wieder zurecht mit sanftmütigem Geist, ihr, die ihr geistlich seid. Und sieh auf dich selbst, dass du nicht auch versucht werdest.
26.10.2022	Mittwoch		Psalm 82,8	Steh auf, Gott, richte die Erde, denn dein Eigentum sind die Nationen alle.	Johannes 3,17	Gott hat seinen Sohn nicht in die Welt gesandt, dass er die Welt richte, sondern dass die Welt durch ihn gerettet werde.
27.10.2022	Donnerstag		5. Mose 7,9	So sollst du nun wissen, dass der HERR, dein Gott, allein Gott ist, der treue Gott, der den Bund und die Barmherzigkeit bis ins tausendste Glied hält denen, die ihn lieben und seine Gebote halten.	Hebräer 10,23	Lasst uns festhalten an dem Bekenntnis der Hoffnung und nicht wanken; denn er ist treu, der sie verheißen hat.
28.10.2022	Freitag		5. Mose 31,13	Kinder, die das Gesetz nicht kennen, sollen es auch hören und lernen, den HERRN, euren Gott, zu fürchten alle Tage.	Römer 2,10-11	Herrlichkeit und Ehre und Frieden allen denen, die das Gute tun, zuerst den Juden und ebenso den Griechen. Denn es ist kein Ansehen der Person vor Gott.
29.10.2022	Samstag		Jesaja 49,13	Jauchzet, ihr Himmel; freue dich, Erde! Lobet, ihr Berge, mit Jauchzen! Denn der HERR hat sein Volk getröstet und erbarmt sich seiner Elenden.	2. Korinther 1,3-4	Gelobt sei Gott, der Vater unseres Herrn Jesus Christus, der Vater der Barmherzigkeit und Gott allen Trostes, der uns tröstet in aller unserer Bedrängnis.
30.10.2022	Sonntag	20. Sonntag nach Trinitatis	Psalm 84,12	Gott der HERR ist Sonne und Schild.	Markus 4,40	Jesus sprach zu den Jüngern: Was seid ihr so furchtsam? Habt ihr noch keinen Glauben?
31.10.2022	Montag	Reformationstag	Jeremia 22,3	Schafft Recht und Gerechtigkeit und errettet den Beraubten von des Frevlers Hand und bedrängt nicht die Fremdlinge, Waisen und Witwen und tut niemand Gewalt an.	Römer 12,9	Die Liebe sei ohne Falsch. Hasst das Böse, hängt dem Guten an.
01.11.2022	Dienstag		Sacharja 2,14	Freue dich und sei fröhlich, du Tochter Zion! Denn siehe, ich komme und will bei dir wohnen, spricht der HERR.	Lukas 1,68	Gelobt sei der Herr, der Gott Israels! Denn er hat besucht und erlöst sein Volk.
02.11.2022	Mittwoch		Hiob 3,20-21	Warum gibt Gott dem Leidenden Licht und Leben denen, die verbittert sind, die sich sehnen nach dem Tod, doch er kommt nicht?	Hebräer 2,8	Jetzt aber sehen wir noch nicht, dass ihm alles untertan ist.
03.11.2022	Donnerstag		Hesekiel 28,25	Wenn ich das Haus Israel sammle aus den Völkern, unter die sie zerstreut worden sind, werde ich mich an ihnen als heilig erweisen vor den Augen der Nationen.	Römer 11,29	Gottes Gaben und Berufung können ihn nicht gereuen.
04.11.2022	Freitag		Jeremia 15,16	Dein Wort ist meines Herzens Freude und Trost; denn ich bin ja nach deinem Namen genannt, HERR, Gott Zebaoth.	Johannes 15,10	/Jesus spricht:/ Wenn ihr meine Gebote haltet, bleibt ihr in meiner Liebe.
05.11.2022	Samstag		2. Chronik 20,6	HERR, in deiner Hand ist Kraft und Macht, und es ist niemand, der dir zu widerstehen vermag.	Römer 8,38-39	Ich bin gewiss, dass weder Tod noch Leben, weder Engel noch Mächte noch Gewalten, weder Gegenwärtiges noch Zukünftiges, weder Hohes noch Tiefes noch irgendeine andere Kreatur uns scheiden kann von der Liebe Gottes, die in Christus Jesus ist, unserm Herrn.
06.11.2022	Sonntag	Drittletzter Sonntag des Kirchenjahres	Jesaja 6,3	Heilig, heilig, heilig ist der HERR Zebaoth, alle Lande sind seiner Ehre voll!	1. Petrus 1,15	Wie der, der euch berufen hat, heilig ist, sollt auch ihr heilig sein in eurem ganzen Wandel.
07.11.2022	Montag		Jesaja 11,1	Es wird ein Reis hervorgehen aus dem Stamm Isais und ein Zweig aus seiner Wurzel Frucht bringen.	Offenbarung 22,16	/Christus spricht:/ Ich bin die Wurzel und das Geschlecht Davids, der helle Morgenstern.
08.11.2022	Dienstag		Jeremia 1,7	Sage nicht: »Ich bin zu jung«, sondern du sollst gehen, wohin ich dich sende, und predigen alles, was ich dir gebiete.	Apostelgeschichte 18,9-10	Fürchte dich nicht, sondern rede und schweige nicht! Denn ich bin mit dir, und niemand soll sich unterstehen, dir zu schaden.
09.11.2022	Mittwoch		Jesaja 11,9	So wie das Meer voll Wasser ist, wird das Land erfüllt sein von Erkenntnis des HERRN.	Johannes 16,13	Wenn jener kommt, der Geist der Wahrheit, wird er euch in aller Wahrheit leiten.
10.11.2022	Donnerstag		1. Samuel 14,6	Es ist dem HERRN nicht schwer, durch viel oder wenig zu helfen.	Hebräer 10,35	Darum werft euer Vertrauen nicht weg, welches eine große Belohnung hat.
11.11.2022	Freitag		Hiob 1,21	Der HERR hat’s gegeben, der HERR hat’s genommen; der Name des HERRN sei gelobt!	Römer 5,3-4	Wir wissen, dass Bedrängnis Geduld bringt, Geduld aber Bewährung, Bewährung aber Hoffnung.
12.11.2022	Samstag		Jesaja 51,11	Die Erlösten des HERRN werden heimkehren. Wonne und Freude werden sie ergreifen, aber Trauern und Seufzen wird von ihnen fliehen.	Offenbarung 21,4	Gott wird abwischen alle Tränen von ihren Augen.
13.11.2022	Sonntag	Vorletzter Sonntag des Kirchenjahres	Richter 6,17	Gideon sprach zu dem HERRN: Hab ich Gnade vor dir gefunden, so mach mir doch ein Zeichen, dass du es bist, der mit mir redet.	1. Johannes 5,14	Darauf gründet unsere Zuversicht: dass er uns erhört, wenn wir etwas erbitten nach seinem Willen.
14.11.2022	Montag		Hesekiel 14,6	So spricht Gott der HERR: Kehrt um und wendet euch ab von euren Götzen.	Römer 12,2	Stellt euch nicht dieser Welt gleich, sondern ändert euch durch Erneuerung eures Sinnes, auf dass ihr prüfen könnt, was Gottes Wille ist, nämlich das Gute und Wohlgefällige und Vollkommene.
15.11.2022	Dienstag		1. Samuel 9,27	Samuel sprach zu Saul: Du aber steh jetzt still, dass ich dir kundtue, was Gott gesagt hat.	Matthäus 13,16	Selig sind eure Augen, dass sie sehen, und eure Ohren, dass sie hören.
16.11.2022	Mittwoch	Buss- und Bettag	Hiob 28,28	Siehe, die Furcht des Herrn, das ist Weisheit, und meiden das Böse, das ist Einsicht.	Lukas 11,35	Gib acht, dass das Licht in dir nicht Finsternis ist.
17.11.2022	Donnerstag		Psalm 116,7	Sei nun wieder zufrieden, meine Seele; denn der HERR tut dir Gutes.	2. Thessalonicher 3,16	Der Herr des Friedens gebe euch Frieden allezeit und auf alle Weise.
18.11.2022	Freitag		1. Mose 12,1	Der HERR sprach zu Abram: Geh aus deinem Vaterland und von deiner Verwandtschaft und aus deines Vaters Hause in ein Land, das ich dir zeigen will.	Hebräer 6,12	Nehmt euch ein Beispiel an denen, die Vertrauen und Ausdauer bewahrt und darum empfangen haben, was Gott versprochen hat.
19.11.2022	Samstag		Jesaja 62,11	Der HERR lässt es hören bis an die Enden der Erde: Sagt der Tochter Zion: Siehe, dein Heil kommt!	1. Petrus 1,3	Gelobt sei Gott, der Vater unseres Herrn Jesus Christus, der uns nach seiner großen Barmherzigkeit wiedergeboren hat zu einer lebendigen Hoffnung durch die Auferstehung Jesu Christi von den Toten.
20.11.2022	Sonntag	Letzter Sonntag des Kirchenjahres - Ewigkeitssonntag	Jeremia 3,14	Kehrt um, ihr abtrünnigen Kinder, spricht der HERR, denn ich bin euer Herr! Und ich will euch holen und will euch bringen nach Zion.	Lukas 15,20	Der Sohn machte sich auf und ging zu seinem Vater. Er war noch weit weg, da sah ihn sein Vater schon und fühlte Mitleid, und er eilte ihm entgegen, fiel ihm um den Hals und küsste ihn.
21.11.2022	Montag		Esra 8,21	Wir demütigen uns vor unserm Gott, um von ihm den rechten Weg zu erbitten.	Johannes 14,6	/Jesus spricht:/ Ich bin der Weg und die Wahrheit und das Leben; niemand kommt zum Vater denn durch mich.
22.11.2022	Dienstag		Psalm 97,10	Der das Leben seiner Getreuen behütet, wird sie retten aus der Hand der Frevler.	2. Korinther 6,4.5.8-9	In allem erweisen wir uns als Diener Gottes: in Schlägen, in Gefängnissen, in Aufruhr, in Mühen, im Wachen, im Fasten, in Ehre und Schande; in bösen Gerüchten und guten Gerüchten, als Verführer und doch wahrhaftig; als die Unbekannten und doch bekannt; als die Sterbenden, und siehe, wir leben.
23.11.2022	Mittwoch		Psalm 24,7	Machet die Tore weit und die Türen in der Welt hoch, dass der König der Ehre einziehe!	Johannes 1,12	Wie viele ihn aber aufnahmen, denen gab er Macht, Gottes Kinder zu werden: denen, die an seinen Namen glauben.
24.11.2022	Donnerstag		Jesaja 49,8	So spricht der HERR: Ich habe dich erhört zur Zeit der Gnade und habe dir am Tage des Heils geholfen.	Lukas 17,21	/Jesus spricht:/ Sehet, das Reich Gottes ist mitten unter euch.
25.11.2022	Freitag		Jeremia 31,35	Der HERR gibt die Sonne dem Tage zum Licht und bestellt den Mond und die Sterne der Nacht zum Licht; er bewegt das Meer, dass seine Wellen brausen.	1. Korinther 8,6	Wir haben nur einen Gott, den Vater, von dem alle Dinge sind und wir zu ihm, und einen Herrn, Jesus Christus, durch den alle Dinge sind und wir durch ihn.
26.11.2022	Samstag		Psalm 116,9	Ich werde wandeln vor dem HERRN im Lande der Lebendigen.	Lukas 20,38	Gott aber ist nicht ein Gott der Toten, sondern der Lebenden; denn ihm leben sie alle.
27.11.2022	Sonntag	1. Sonntag im Advent	5. Mose 4,23	So hütet euch nun, dass ihr den Bund des HERRN, eures Gottes, nicht vergesst, den er mit euch geschlossen hat, und nicht ein Bildnis macht von irgendeiner Gestalt, wie es der HERR, dein Gott, geboten hat.	Kolosser 1,15	Christus ist das Ebenbild des unsichtbaren Gottes, der Erstgeborene vor aller Schöpfung.
28.11.2022	Montag		Jesaja 62,6	O Jerusalem, ich habe Wächter über deine Mauern bestellt, die den ganzen Tag und die ganze Nacht nicht mehr schweigen sollen.	2. Petrus 1,19	Umso fester haben wir das prophetische Wort, und ihr tut gut daran, dass ihr darauf achtet als auf ein Licht, das da scheint an einem dunklen Ort, bis der Tag anbricht und der Morgenstern aufgeht in euren Herzen.
29.11.2022	Dienstag		Jesaja 40,30-31	Jünglinge werden müde und matt, und Männer straucheln und fallen; aber die auf den HERRN harren, kriegen neue Kraft, dass sie auffahren mit Flügeln wie Adler, dass sie laufen und nicht matt werden.	2. Timotheus 2,1	So sei nun stark, mein Kind, durch die Gnade in Christus Jesus.
30.11.2022	Mittwoch		Jesaja 40,29	Er gibt dem Müden Kraft und Stärke genug dem Unvermögenden.	Johannes 6,35	/Jesus spricht:/ Ich bin das Brot des Lebens. Wer zu mir kommt, den wird nicht hungern; und wer an mich glaubt, den wird nimmermehr dürsten.
01.12.2022	Donnerstag		1. Mose 35,3	/Jakob sprach:/ Lasst uns nach Bethel ziehen, dass ich dort einen Altar errichte dem Gott, der mich erhört hat zur Zeit meiner Trübsal und mit mir gewesen ist auf dem Wege.	Epheser 5,20	Sagt Dank Gott, dem Vater, allezeit für alles.
02.12.2022	Freitag		4. Mose 11,29	Wollte Gott, dass alle im Volk des HERRN Propheten wären und der HERR seinen Geist über sie kommen ließe!	1. Thessalonicher 5,19-21	Den Geist löscht nicht aus. Prophetische Rede verachtet nicht. Prüft aber alles und das Gute behaltet.
03.12.2022	Samstag		Psalm 102,20-21	Der HERR sieht vom Himmel auf die Erde, dass er das Seufzen der Gefangenen höre und losmache die Kinder des Todes.	Johannes 8,36	Wenn euch nun der Sohn frei macht, so seid ihr wirklich frei.
04.12.2022	Sonntag	2. Sonntag im Advent	Hesekiel 34,12	Wie ein Hirte seine Schafe sucht, wenn sie von seiner Herde verirrt sind, so will ich meine Schafe suchen.	Johannes 10,11	/Jesus spricht:/ Ich bin der gute Hirte. Der gute Hirte lässt sein Leben für die Schafe.
05.12.2022	Montag		Psalm 143,10	Lehre mich tun nach deinem Wohlgefallen, denn du bist mein Gott; dein guter Geist führe mich auf ebner Bahn.	Galater 5,22-23	Die Frucht des Geistes aber ist Liebe, Freude, Frieden, Geduld, Güte, Rechtschaffenheit, Treue, Sanftmut, Selbstbeherrschung.
06.12.2022	Dienstag		Jesaja 60,18	Man soll nicht mehr von Frevel hören in deinem Lande noch von Schaden oder Verderben in deinen Grenzen, sondern deine Mauern sollen »Heil« und deine Tore »Lob« heißen.	2. Petrus 3,13	Wir warten aber auf einen neuen Himmel und eine neue Erde nach seiner Verheißung, in denen Gerechtigkeit wohnt.
07.12.2022	Mittwoch		Jesaja 5,22.23	Weh denen, die den Schuldigen gerecht sprechen für Geschenke und das Recht nehmen denen, die im Recht sind!	Philipper 4,8	Was wahr ist, was achtenswert, was gerecht, was lauter, was wohlgefällig, was angesehen, wenn immer etwas taugt und Lob verdient, das bedenkt!
08.12.2022	Donnerstag		2. Mose 35,29	Jeder Mann und jede Frau, deren Herz dazu bereit war, alle diese Israeliten brachten eine Gabe für den HERRN.	1. Petrus 2,5	Erbaut auch ihr euch als lebendige Steine zum geistlichen Hause und zur heiligen Priesterschaft, zu opfern geistliche Opfer, die Gott wohlgefällig sind durch Jesus Christus.
09.12.2022	Freitag		Jesaja 53,4	Fürwahr, er trug unsre Krankheit und lud auf sich unsre Schmerzen. Wir aber hielten ihn für den, der geplagt und von Gott geschlagen und gemartert wäre.	Hebräer 12,3	Gedenkt an den, der so viel Widerspruch gegen sich von den Sündern erduldet hat, dass ihr nicht matt werdet und den Mut nicht sinken lasst.
10.12.2022	Samstag		Jesaja 66,22	Wie der neue Himmel und die neue Erde, die ich mache, vor mir Bestand haben, spricht der HERR, so soll auch euer Geschlecht und Name Bestand haben.	Matthäus 8,11	Viele werden kommen von Osten und von Westen und mit Abraham und Isaak und Jakob im Himmelreich zu Tisch sitzen.
11.12.2022	Sonntag	3. Sonntag im Advent	Sprüche 5,21	Eines jeden Wege liegen offen vor dem HERRN.	Lukas 1,38	/Maria sprach:/ Siehe, ich bin des Herrn Magd; mir geschehe, wie du gesagt hast.
12.12.2022	Montag		Psalm 31,17	Lass leuchten dein Antlitz über deinem Knecht; hilf mir durch deine Güte!	Epheser 5,8	Ihr wart früher Finsternis; nun aber seid ihr Licht in dem Herrn.
13.12.2022	Dienstag		5. Mose 6,16	Ihr sollt den HERRN, euren Gott, nicht versuchen.	Galater 6,7	Irret euch nicht! Gott lässt sich nicht spotten. Denn was der Mensch sät, das wird er ernten.
14.12.2022	Mittwoch		Sacharja 2,15	Es sollen viele Völker sich zum HERRN wenden und sollen mein Volk sein.	Offenbarung 7,9	/Johannes schreibt:/ Ich sah, und siehe, eine große Schar, die niemand zählen konnte, aus allen Nationen und Stämmen und Völkern und Sprachen; die standen vor dem Thron und vor dem Lamm.
15.12.2022	Donnerstag		Psalm 133,1.3	Siehe, wie fein und lieblich ist’s, wenn Brüder einträchtig beieinander wohnen! Denn dort verheißt der HERR Segen und Leben bis in Ewigkeit.	Römer 12,4-5	Wie wir an #einem# Leib viele Glieder haben, aber nicht alle Glieder dieselbe Aufgabe haben, so sind wir, die vielen, #ein# Leib in Christus, aber untereinander ist einer des andern Glied.
16.12.2022	Freitag		Psalm 139,1-2	HERR, du erforschest mich und kennest mich. Ich sitze oder stehe auf, so weißt du es; du verstehst meine Gedanken von ferne.	Apostelgeschichte 17,28	In ihm leben, weben und sind wir.
17.12.2022	Samstag		Psalm 66,8-9	Lobet, ihr Völker, unsern Gott, lasst seinen Ruhm weit erschallen, der unsre Seelen am Leben erhält und lässt unsere Füße nicht gleiten.	Judas 1,24-25	Dem, der euch vor dem Straucheln behüten kann und euch untadelig hinstellen kann vor das Angesicht seiner Herrlichkeit mit Freuden, dem alleinigen Gott, unserm Heiland durch unsern Herrn Jesus Christus, sei Ehre und Majestät und Gewalt und Macht vor aller Zeit, jetzt und in alle Ewigkeit!
18.12.2022	Sonntag	4. Sonntag im Advent	2. Mose 4,11	Der HERR sprach zu Mose: Wer hat dem Menschen den Mund geschaffen? Habe ich’s nicht getan, der HERR?	1. Korinther 2,4	/Paulus schreibt:/ Mein Wort und meine Predigt geschahen nicht mit überredenden Worten der Weisheit, sondern im Erweis des Geistes und der Kraft.
19.12.2022	Montag		Jesaja 62,2	Du sollst mit einem neuen Namen genannt werden, welchen des HERRN Mund nennen wird.	2. Korinther 5,17	Ist jemand in Christus, so ist er eine neue Kreatur; das Alte ist vergangen, siehe, Neues ist geworden.
20.12.2022	Dienstag		1. Mose 6,8	Noah fand Gnade vor dem HERRN.	Lukas 18,8	Wenn der Menschensohn kommen wird, wird er dann Glauben finden auf Erden?
21.12.2022	Mittwoch		Psalm 34,5	Da ich den HERRN suchte, antwortete er mir und errettete mich aus aller meiner Furcht.	Lukas 1,13	Der Engel sprach zu ihm: Fürchte dich nicht, Zacharias, denn dein Gebet ist erhört.
22.12.2022	Donnerstag		Psalm 69,33	Die ihr Gott sucht, euer Herz lebe auf!	Lukas 1,40-41	Maria kam in das Haus des Zacharias und begrüßte Elisabeth. Und es begab sich, als Elisabeth den Gruß Marias hörte, hüpfte das Kind in ihrem Leibe. Und Elisabeth wurde vom Heiligen Geist erfüllt.
23.12.2022	Freitag		Psalm 21,14	HERR, erhebe dich in deiner Kraft, so wollen wir singen und loben deine Macht.	1. Timotheus 3,16	Groß ist, wie jedermann bekennen muss, das Geheimnis des Glaubens: Er ist offenbart im Fleisch, gerechtfertigt im Geist, erschienen den Engeln, gepredigt den Heiden, geglaubt in der Welt, aufgenommen in die Herrlichkeit.
24.12.2022	Samstag	Heiliger Abend	Sacharja 9,10	Er wird Frieden gebieten den Völkern.	Lukas 2,14	Ehre sei Gott in der Höhe und Friede auf Erden bei den Menschen seines Wohlgefallens.
25.12.2022	Sonntag	Weihnachtsfest	Josua 24,23	Tut von euch die fremden Götter, die unter euch sind, und neigt euer Herz zu dem HERRN.	Johannes 1,18	Niemand hat Gott je gesehen; der Eingeborene, der Gott ist und in des Vaters Schoß ist, der hat es verkündigt.
26.12.2022	Montag	2. Weihnachtstag	1. Könige 8,66	Sie gingen zu ihren Zelten fröhlich und guten Mutes über all das Gute, das der HERR an David, seinem Knecht, und an seinem Volk Israel getan hatte.	Lukas 2,16-17	Die Hirten kamen eilend und fanden beide, Maria und Josef, dazu das Kind in der Krippe liegen. Da sie es aber gesehen hatten, breiteten sie das Wort aus, welches zu ihnen von diesem Kinde gesagt war.
27.12.2022	Dienstag		Jeremia 31,28	Gleichwie ich über sie gewacht habe, auszureißen und einzureißen, so will ich über sie wachen, zu bauen und zu pflanzen, spricht der HERR.	Jakobus 5,7	So seid nun geduldig, Brüder und Schwestern, bis zum Kommen des Herrn. Siehe, der Bauer wartet auf die kostbare Frucht der Erde und ist dabei geduldig, bis sie empfange den Frühregen und Spätregen.
28.12.2022	Mittwoch		Psalm 42,12	Was betrübst du dich, meine Seele, und bist so unruhig in mir? Harre auf Gott; denn ich werde ihm noch danken, dass er meines Angesichts Hilfe und mein Gott ist.	2. Korinther 3,12	Weil wir nun solche Hoffnung haben, sind wir voller Freimut.
29.12.2022	Donnerstag		4. Mose 23,19	Sollte Gott etwas sagen und nicht tun? Sollte er etwas reden und nicht halten?	2. Korinther 1,19	Jesus Christus war nicht Ja #und# Nein, sondern in ihm ist das Ja Wirklichkeit geworden.
30.12.2022	Freitag		2. Mose 20,9.10	Sechs Tage sollst du arbeiten und alle deine Werke tun. Aber am siebenten Tage ist der Sabbat des HERRN, deines Gottes. Da sollst du keine Arbeit tun.	Markus 2,27	Der Sabbat ist um des Menschen willen gemacht.
31.12.2022	Samstag	Altjahresabend	Sacharja 9,8	/So spricht der Herr:/ Ich will mich selbst als Wache um mein Haus lagern.	Römer 8,31-32	Ist Gott für uns, wer kann wider uns sein? Der auch seinen eigenen Sohn nicht verschont hat, sondern hat ihn für uns alle dahingegeben - wie sollte er uns mit ihm nicht alles schenken?
